das Organ,die Organe
die Presse,die Pressen
die Rechtsprechung,die Rechtsprechungen
das Regal,die Regale
der Ring,die Ringe
die Übung,die Übungen
der Vortrag,die Vorträge
die Zeile,die Zeilen
die Ausführung,die Ausführungen
der Besitzer,die Besitzer
das Center,die Center
der Eingang,die Eingänge
die Erscheinung,die Erscheinungen
die Ferien,
der Flug,die Flüge
die Fragestellung,
die Freundschaft,die Freundschaften
das Frühstück,die Frühstücke
das Gehalt,die Gehälter
der Gehalt,die Gehälter
das Geheimnis,die Geheimnisse
das Geräusch,die Geräusche
der Geschmack,die Geschmäcker
das Gold,
der Hafen,die Häfen
der Hut,die Hüte
die Hut,die Hüte
die Interpretation,die Interpretationen
die Klage,die Klagen
die Klinik,die Kliniken
die Lehrerin,die Lehrerinnen
die Marke,die Marken
das Medikament,die Medikamente
die Miete,die Mieten
das Öl,die Öle
der Pass,die Pässe
die Phantasie,die Phantasien
die Prognose,die Prognosen
das Protein,die Proteine
das Protokoll,die Protokolle
der Schreck,die Schrecke
die Serie,die Serien
der Tee,die Tees
der Turm,die Türme
die Überzeugung,die Überzeugungen
die Vorgabe,die Vorgaben
das/die Weihnachten,die Weihnachten
die Wende,die Wenden
die Abhängigkeit,die Abhängigkeiten
der Arbeitsmarkt,die Arbeitsmärkte
der Ärger,
der Austausch,die Austausche
die Betreuung,
die Bombe,die Bomben
der Dialog,die Dialoge
die/das E-Mail,die E-Mails
die Entschuldigung,die Entschuldigungen
die Erhöhung,die Erhöhungen
das Gas,die Gase
das Gen,die Gene
die Hitze,
die Kindheit,die Kindheiten
das Klavier,die Klaviere
die Konzentration,die Konzentrationen
der Leib,die Leiber
der Maler,die Maler
die Menschheit,
die Milch,die Milchen
der Mord,die Morde
der Pilot,die Piloten
das Resultat,die Resultate
der Riese,die Riesen
der Stock,die Stöcke
die Strafe,die Strafen
der Übersetzer,die Übersetzer
das Ufer,die Ufer
die Umfrage,die Umfragen
das Baby,die Babys
das City,die Citys
die Differenz,die Differenzen
die Dunkelheit,die Dunkelheiten
das Dutzend,die Dutzende
das Eis,die Eis
der Empfang,die Empfänge
der Empfänger,die Empfänger
die Ernährung,
der Gesichtspunkt,die Gesichtspunkte
die Großmutter,die Großmütter
die Herkunft,die Herkünfte
die Hochzeit,die Hochzeiten
der Hunger,
die Konjunktur,die Konjunkturen
der Konkurrent,die Konkurrenten
die Last,die Lasten
das Lebensjahr,die Lebensjahre
das Medium,die Medien
die Mischung,die Mischungen
das Muster,die Muster
der Nachfolger,die Nachfolger
die Note,die Noten
der Onkel,die Onkel
das Potenzial,die Potenziale
der Protest,die Proteste
der Reiz,die Reize
der Rohstoff,die Rohstoffe
der Sachverhalt,die Sachverhalte
der Schuss,die Schüsse
die Sicherung,die Sicherungen
der Sieger,die Sieger
die Statistik,die Statistiken
die Strahlung,die Strahlungen
das Taxi,die Taxis
das Turnier,die Turniere
die Übernahme,die Übernahmen
die Verarbeitung,die Verarbeitungen
die Veröffentlichung,die Veröffentlichungen
die Verteilung,die Verteilungen
die Wiedervereinigung,die Wiedervereinigungen
der Witz,die Witze
der Abschied,die Abschiede
die Benutzung,die Benutzungen
die Beurteilung,die Beurteilungen
der Bewerber,die Bewerber
das Defizit,die Defizite
die Einschränkung,die Einschränkungen
die Ermittlung,die Ermittlungen
der Ertrag,die Erträge
der Flur,die Flure
das Format,die Formate
der Held,die Helden
die Herstellung,die Herstellungen
der Kaiser,die Kaiser
die Kammer,die Kammern
die Kette,die Ketten
die Kleidung,die Kleidungen
die Kneipe,die Kneipen
der Kritiker,die Kritiker
die Küste,die Küsten
das Messer,die Messer
die Messung,die Messungen
das Motto,die Mottos
der Nutzer,die Nutzer
der Passagier,die Passagiere
die Premiere,die Premieren
die Probe,die Proben
der Quadratmeter,die Quadratmeter
der Saal,die Säle
die Schwäche,die Schwächen
der Sektor,die Sektoren
der Sprung,die Sprünge
das Symptom,die Symptome
das Tennis,
das Top,die Tops
das Tuch,die Tücher
die Überraschung,die Überraschungen
die Übersetzung,die Übersetzungen
die Verbreitung,die Verbreitungen
das Virus,die Viren
das Vorhaben,die Vorhaben
die Vorlage,die Vorlagen
die Wärme,
die Werbung,die Werbungen
die Wiese,die Wiesen
das Zelt,die Zelte
der Anhänger,die Anhänger
die Anzeige,die Anzeigen
die Aufklärung,die Aufklärungen
die Auflösung,die Auflösungen
die Bestellung,die Bestellungen
der Bude,die Buden
das Bündnis,die Bündnisse
die Burg,die Burgen
der Dialekt,die Dialekte
die Durchführung,die Durchführungen
die Einigung,die Einigungen
die Einsicht,die Einsichten
das Gedächtnis,die Gedächtnisse
das Gefängnis,die Gefängnisse
die Gleichung,die Gleichungen
die Herrschaft,die Herrschaften
die Infrastruktur,die Infrastrukturen
der Katalog,die Kataloge
die Meldung,die Meldungen
die Mission,die Missionen
die Mitteilung,die Mitteilungen
die Nahrung,die Nahrungen
der Nebel,die Nebel
der Offizier,die Offiziere
die Oma,die Omas
die Philosophie,die Philosophien
die Realisierung,die Realisierungen
der Schein,die Scheine
der Schnitt,die Schnitte
die Schnittstelle,die Schnittstellen
die Schulden,
die Sehnsucht,die Sehnsüchte
der Skandal,die Skandale
das Stadion,die Stadien
der Tipp,die Tipps
das Wiedersehen,die Wiedersehen
die Wunde,die Wunden
die Wurzel,die Wurzeln
die Zeuge,die Zeugen
das Zeugnis,die Zeugnisse
der Anblick,die Anblicke
das Anliegen,die Anliegen
die Anpassung,die Anpassungen
der Anstieg,die Anstiege
das Arbeitsamt,die Arbeitsämter
der Befehl,die Befehle
die Bereitschaft,die Bereitschaften
die Beschwerde,die Beschwerden
der Bogen,die Bögen
die Bundesliga,die Bundesligen
die Droge,die Drogen
die Ehre,die Ehren
das Eigentum,die Eigentümer
der Einzelfall,die Einzelfälle
die Epoche,die Epochen
der Erreger,die Erreger
die Feststellung,die Feststellungen
die Formulierung,die Formulierungen
das Gelände,die Gelände
der/die Geliebte,die Geliebte
die Geschwister,die Geschwister
das Gramm,die Gramme
die Inszenierung,die Inszenierungen
der Kapitän,die Kapitäne
die Kiste,die Kisten
der Knochen,die Knochen
der Kontext,die Kontexte
das Kunstwerk,die Kunstwerke
das Lebewesen,die Lebewesen
der Lastkraftwagen,die Lastkraftwagen
der Lohn,die Löhne
der Magen,die Mägen
die Mode,die Moden
der Mörder,die Mörder
die Öffnung,die Öffnungen
die Partie,die Partien
das Rathaus,die Rathäuser
die Reflexion,die Reflexionen
die Rente,die Renten
die Show,die Shows
die Stiftung,die Stiftungen
der Teller,die Teller
die Unterscheidung,die Unterscheidungen
die Version,die Versionen
der Wähler,die Wähler
die Wechselwirkung,die Wechselwirkungen
der Zettel,die Zettel
der Zins,die Zinsen
die Zone,die Zonen
der Abbau,die Abbaue
die Agentur,die Agenturen
die Akademie,die Akademien
die Anfrage,die Anfragen
die Aufführung,die Aufführungen
die Auflage,die Auflagen
der Ausbau,die Ausbaue
der Bär,die Bären
das Bedenken,die Bedenken
der Buchstabe,die Buchstaben
das Dokument,die Dokumente
die Einzelheit,die Einzelheiten
die Erfüllung,die Erfüllungen
der Führer,die Führer
die Fusion,die Fusionen
der Geruch,die Gerüche
das Gleichgewicht,die Gleichgewichte
der Investor,die Investoren
der Kerl,die Kerle
die Kollegin,die Kolleginnen
der Komponist,die Komponisten
die Kurve,die Kurven
das Labor,die Labors
der Landkreis,die Landkreise
das Märchen,die Märchen
das Mittelalter,
das Möbel,die Möbel
die Moderne,
der Nerv,die Nerven
der Ofen,die Öfen
die Pflege,
die Plattform,die Plattformen
der Posten,die Posten
der Profi,die Profis
das Regime,die Regime
der Rock,die Röcke
der Rücktritt,die Rücktritte
der Schrank,die Schränke
die Sekretärin,die Sekretärinnen
die Solidarität,die Solidaritäten
der Sportler,die Sportler
die Stabilität,
der Status,die Status
der Staub,die Stäube
der Tanz,die Tänze
der Topf,die Töpfe
der Überblick,die Überblicke
die Unsicherheit,die Unsicherheiten
der Vorhang,die Vorhänge
der Winkel,die Winkel
das Zitat,die Zitate
das Abenteuer,die Abenteuer
die Abgrenzung,die Abgrenzungen
der Akt,die Akte
der Akteur,die Akteure
die Allianz,die Allianzen
die Armut,
der Ausgleich,die Ausgleiche
die Begeisterung,die Begeisterungen
der Bezirk,die Bezirke
die Diagnose,die Diagnosen
das Dunkel,
der Durchmesser,die Durchmesser
die Einladung,die Einladungen
die Empfehlung,die Empfehlungen
die Eröffnung,die Eröffnungen
der Felsen,die Felsen
die Flüssigkeit,die Flüssigkeiten
das Fräulein,die Fräulein
der Friedhof,die Friedhöfe
die Front,die Fronten
die Fülle,die Füllen
das Gebirge,die Gebirge
das Geschäftsjahr,die Geschäftsjahre
das Gras,die Gräser
die Großstadt,die Großstädte
der Hang,die Hänge
der Hügel,die Hügel
der Ingenieur,die Ingenieure
der Kongress,die Kongresse
der Muskel,die Muskeln
der Nachweis,die Nachweise
die Orientierung,die Orientierungen
der Personenkraftwagen,die Personenkraftwagen
der Rhythmus,die Rhythmen
die Rücksicht,die Rücksichten
der Senat,die Senate
die Steuerung,die Steuerungen
der Stolz,
die Teilnahme,die Teilnahmen
das Universum,die Universen
die Unterhaltung,die Unterhaltungen
die Unterlagen,
die Vereinigung,die Vereinigungen
die Vertretung,die Vertretungen
die Volkshochschule,die Volkshochschulen
die Vorsicht,
die Wahrscheinlichkeit,die Wahrscheinlichkeiten
die Wange,die Wangen
das Werkzeug,die Werkzeuge
die Zeichnung,die Zeichnungen
die Zunahme,die Zunahmen
die Zwiebel,die Zwiebeln
die Ablehnung,die Ablehnungen
die Abstimmung,die Abstimmungen
die Anordnung,die Anordnungen
die Anregung,die Anregungen
der Aufsatz,die Aufsätze
der Backofen,die Backöfen
die Bakterie,die Bakterien
der Befund,die Befunde
die Bemühung,die Bemühungen
der Beobachter,die Beobachter
der Berater,die Berater
der Betrachter,die Betrachter
das Betriebssystem,die Betriebssysteme
der Bildschirm,die Bildschirme
die Blüte,die Blüten
die Brille,die Brillen
die Datenverarbeitung,die Datenverarbeitungen
der Eigentümer,die Eigentümer
die Eintragung,
das Ensemble,die Ensembles
die Enttäuschung,die Enttäuschungen
die Faust,die Fäuste
das Festival,die Festivals
die Galerie,die Galerien
das Gemüse,die Gemüse
die Genehmigung,die Genehmigungen
der Großvater,die Großväter
die Grundschule,die Grundschulen
der Hass,
die Höhle,die Höhlen
die Innenstadt,die Innenstädte
das Kloster,die Klöster
die Kohle,die Kohlen
der Konsument,die Konsumenten
der Lärm,
der Liter,die Liter
das Lokal,die Lokale
die Malerei,die Malereien
der Maßstab,die Maßstäbe
die Materie,die Materien
die Münze,die Münzen
das Netzwerk,die Netzwerke
das Praktikum,die Praktika
der Rückgang,die Rückgänge
der Sack,die Säcke
der Schuldner,die Schuldner
die Sportart,die Sportarten
der Stamm,die Stämme
der Streifen,die Streifen
die Tasse,die Tassen
der Teppich,die Teppiche
der Teufel,die Teufel
die Überprüfung,die Überprüfungen
der Unsinn,
das Verbot,die Verbote
die Vermutung,die Vermutungen
die Versammlung,die Versammlungen
die Wäsche,die Wäschen
die Werkstatt,die Werkstätten
die Wirtschaftspolitik,die Wirtschaftspolitiken
das Zeug,die Zeuge
die Zunge,die Zungen
der Zwang,die Zwänge
das Antibiotikum,die Antibiotika
die Anweisung,die Anweisungen
der Anzug,die Anzüge
die Architektur,die Architekturen
das Atom,die Atome
der Aufstieg,die Aufstiege
der Ausflug,die Ausflüge
der Ausgang,die Ausgänge
die Ausstattung,die Ausstattungen
die Bearbeitung,die Bearbeitungen
die Besonderheit,die Besonderheiten
der Betracht,
die Biologie,
die Breite,die Breiten
die Butter,
der Champion,die Champions
die Differenzierung,die Differenzierungen
der Dirigent,die Dirigenten
die Entdeckung,die Entdeckungen
die Erfindung,die Erfindungen
der Ersatz,die Ersätze
die Feuerwehr,die Feuerwehren
das Fieber,die Fieber
die Fluggesellschaft,die Fluggesellschaften
die Gebühr,die Gebühren
das Gepäck,
das Gerücht,die Gerüchte
der Gesetzgeber,die Gesetzgeber
die Gliederung,die Gliederungen
das Grab,die Gräber
der Grenzwert,die Grenzwerte
das Handwerk,die Handwerke
das Heft,die Hefte
der Helfer,die Helfer
die Intelligenz,die Intelligenzen
der Jäger,die Jäger
die Kartoffel,die Kartoffeln
der Käse,die Käse
der Klang,die Klänge
der Kompromiss,die Kompromisse
die Königin,die Königinnen
die Konstruktion,die Konstruktionen
der Kreislauf,die Kreisläufe
die Kugel,die Kugeln
die Kuh,die Kühe
die Leiche,die Leichen
die Leidenschaft,die Leidenschaften
die Leistungsfähigkeit,die Leistungsfähigkeiten
die Lieferung,die Lieferungen
die Liga,die Ligen
das Milligramm,die Milligramme
der Nachwuchs,
der Nacken,die Nacken
das Olympia,
der Parteitag,die Parteitage
die Party,die Partys
der Planet,die Planeten
der Priester,die Priester
die Problematik,die Problematiken
die Rezession,die Rezessionen
der Salon,die Salons
die Schauspielerin,die Schauspielerinnen
die Schwangerschaft,die Schwangerschaften
der Schweiß,die Schweiße
die Skala,die Skalas
die Spalte,die Spalten
das Spektrum,die Spektren
die Steckdose,die Steckdosen
die Tafel,die Tafeln
das Tagebuch,die Tagebücher
das Talent,die Talente
das Tempo,die Tempi
die Unruhe,die Unruhen
die Unterschrift,die Unterschriften
der Ursprung,die Ursprünge
das Verbrechen,die Verbrechen
das Vergnügen,die Vergnügen
die Verhaltensweise,die Verhaltensweisen
der Vermieter,die Vermieter
die Vernunft,
die Verordnung,die Verordnungen
die Villa,
der Vormittag,die Vormittage
das Wohnzimmer,die Wohnzimmer
die Zerstörung,die Zerstörungen
der Zinssatz,
die Zulassung,die Zulassungen
die Zusammensetzung,die Zusammensetzungen
die Abschreibung,die Abschreibungen
die Achse,die Achsen
die Anwesenheit,
die Aufregung,die Aufregungen
die Autobahn,die Autobahnen
die Batterie,die Batterien
das Chaos,
die Chefin,die Chefinnen
der Chip,die Chips
der Chor,die Chöre
das Design,die Designs
der Dolmetscher,die Dolmetscher
der Durchschnitt,die Durchschnitte
das Ehepaar,die Ehepaare
der Einbruch,die Einbrüche
der Eintritt,die Eintritte
die Erholung,die Erholungen
der Europäer,die Europäer
die Fabrik,die Fabriken
die Furcht,die Fürchte
die Geduld,
der General,die Generäle
das Getränk,die Getränke
das Gewehr,die Gewehre
das Glied,die Glieder
der Graf,die Grafen
das Gremium,die Gremien
die Gunst,
das Gutachten,die Gutachten
der Handwerker,die Handwerker
die Haustür,die Haustüren
die Hypothese,die Hypothesen
die Kassette,die Kassetten
der Kasten,die Kästen
der Kommentar,die Kommentare
die Konzeption,die Konzeptionen
die Kreativität,die Kreativitäten
das Magazin,die Magazine
der Marktanteil,die Marktanteile
die Maus,die Mäuse
das Menschenrecht,die Menschenrechte
der Mieter,die Mieter
das Militär,
die Minderheit,die Minderheiten
das Ministerium,die Ministerien
der Mythos,die Mythen
die Naturwissenschaft,die Naturwissenschaften
der Parkplatz,die Parkplätze
die Partnerschaft,die Partnerschaften
die Periode,die Perioden
das Präparat,die Präparate
die Provinz,die Provinzen
die Rahmenbedingung,die Rahmenbedingungen
der Regierungschef,die Regierungschefs
die Säule,die Säulen
die Scheidung,die Scheidungen
die Schönheit,die Schönheiten
der Spezialist,die Spezialisten
die Steigerung,die Steigerungen
der Stellvertreter,die Stellvertreter
die Subvention,die Subventionen
das Ticket,die Tickets
der Tunnel,die Tunnel
die Übersicht,die Übersichten
die Uniform,die Uniformen
das Unrecht,
das Vitamin,die Vitamine
die Volkswirtschaft,
die Vorlesung,die Vorlesungen
die Weiterbildung,die Weiterbildungen
die Zielsetzung,
der Zucker,die Zucker
das Abkommen,die Abkommen
der Absolvent,die Absolventen
die Abwehr,die Abwehren
der Apfel,die Äpfel
die Arbeitskraft,die Arbeitskräfte
der Assistent,die Assistenten
die Auswertung,die Auswertungen
die Bar,die Bars
die Bedrohung,die Bedrohungen
die Bekämpfung,die Bekämpfungen
die Beschränkung,die Beschränkungen
der Block,die Blöcke
das Darlehen,die Darlehen
das Datum,die Daten
die Erhaltung,die Erhaltungen
der Erzähler,die Erzähler
der Fachbereich,die Fachbereiche
die Fachleute,
die Fakten,
die Fassung,die Fassungen
der Flügel,die Flügel
das Forum,die Foren
die Frequenz,die Frequenzen
die Frucht,die Früchte
die Gerechtigkeit,die Gerechtigkeiten
der Gipfel,die Gipfel
der Großteil,die Großteile
der Hörer,die Hörer
das Industrieland,die Industrieländer
die Jacke,die Jacken
die Jagd,die Jagden
die Jahreszeit,die Jahreszeiten
die Lampe,die Lampen
die Linse,die Linsen
die Lücke,die Lücken
das Metall,die Metalle
der Missbrauch,die Missbräuche
die Motivation,die Motivationen
die Option,die Optionen
der Ordner,die Ordner
der Ozean,die Ozeane
der Physiker,die Physiker
die Pistole,die Pistolen
die Reichweite,die Reichweiten
die Reparatur,die Reparaturen
der Respekt,
die Rose,die Rosen
der Rucksack,die Rucksäcke
der Sänger,die Sänger
die Tablette,die Tabletten
die Tageszeitung,die Tageszeitungen
der Therapeut,die Therapeuten
der Umzug,die Umzüge
der Veranstalter,die Veranstalter
die Verknüpfung,die Verknüpfungen
das Vorfeld,die Vorfelder
der Vorgänger,die Vorgänger
die Währung,die Währungen
der Weltmeister,die Weltmeister
die Wut,
die Zuordnung,die Zuordnungen
der Zuwachs,die Zuwächse
der Abfall,die Abfälle
die Akte,die Akten
die Anleihe,die Anleihen
die Arbeitszeit,die Arbeitszeiten
der Aufsichtsrat,die Aufsichtsräte
der Ausgangspunkt,die Ausgangspunkte
die Ausrichtung,die Ausrichtungen
der Ausweis,die Ausweise
die Beachtung,
das Diplom,die Diplome
der Einblick,die Einblicke
der Engel,die Engel
die Erfassung,die Erfassungen
die Fahne,die Fahnen
die Fakultät,die Fakultäten
die Fassade,die Fassaden
die Feier,die Feiern
der Frühling,die Frühlinge
der Gemeinderat,
das Gewebe,die Gewebe
der Gruß,die Grüße
der Jurist,die Juristen
die Kerze,die Kerzen
der Koch,die Köche
die Kommune,die Kommunen
die Koralle,die Korallen
die Krankenkasse,die Krankenkassen
der Kunststoff,die Kunststoffe
die Landesregierung,die Landesregierungen
die Laune,die Launen
das Nahrungsmittel,die Nahrungsmittel
der Philosoph,die Philosophen
der Prinz,die Prinzen
das Profil,die Profile
die Relation,die Relationen
das Riff,die Riffe
die Schlange,die Schlangen
das Schwein,die Schweine
die Selbstständigkeit,
die Siedlung,die Siedlungen
der Spruch,die Sprüche
die Stellungnahme,die Stellungnahmen
der Strahl,die Strahlen
die Strömung,die Strömungen
die Verbindlichkeit,
das Volumen,die Volumen
der Zugriff,die Zugriffe
der Zuhörer,die Zuhörer
